RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,ICESArea,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,Cal_Distance,Cal_DoorSpread,Cal_WingSpread,BeamWidth,DSflag,WSflag,DistanceFlag,SweptAreaDSKM2,SweptAreaWSKM2,SweptAreaBWKM2,DateofCalculation
HH,DYFS,4,NL,64SS,BT6,-9,SB,-9,406_38,38,1995,10,11,1618,D2,15,D,54.1666,8.5166,-9,-9,37F8,-9,6,V,406_38,1,1,R,-9,BC,1,1040,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,90,2,-9,-9,13.9,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1040,-9,-9,6,-9,-9,O,-9,-9,0.00624,20212210
HH,DYFS,4,NL,64SS,BT6,-9,SB,-9,406_36,36,1995,10,11,1455,D3,15,D,54.2500,8.3666,-9,-9,37F8,-9,13,V,406_36,1,1,R,-9,BC,1,1020,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,359,-9,-9,-9,13.8,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1020,-9,-9,6,-9,-9,O,-9,-9,0.00612,20212210
HH,DYFS,4,NL,64SS,BT6,-9,SB,-9,406_37,37,1995,10,11,1533,D2,15,D,54.2500,8.5000,-9,-9,37F8,-9,10,V,406_37,1,1,R,-9,BC,1,990,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,359,-9,-9,-9,14,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,990,-9,-9,6,-9,-9,O,-9,-9,0.00594,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_48,48,1996,9,17,1802,D2,15,D,53.4500,6.9000,-9,-9,35F6,-9,9,V,620_48,1,1,R,-9,BC,1,1360,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,7,-9,-9,15.4,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1360,-9,-9,3,-9,-9,O,-9,-9,0.00408,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,619_23,23,1996,9,11,1745,D1,15,D,53.4500,6.5166,-9,-9,35F6,-9,5,V,619_23,1,1,R,-9,BC,1,1520,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,338,4,-9,-9,15.5,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1520,-9,-9,3,-9,-9,O,-9,-9,0.00456,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,619_20,20,1996,9,11,1500,D2,15,D,53.4500,6.4833,-9,-9,35F6,-9,9,V,619_20,1,1,R,-9,BC,1,1130,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,338,4,-9,-9,15.6,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1130,-9,-9,3,-9,-9,O,-9,-9,0.00339,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,619_16,16,1996,9,11,1036,D1,15,D,53.4500,6.4000,-9,-9,35F6,-9,3,V,619_16,1,1,R,-9,BC,1,1380,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,338,7,-9,-9,15.9,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1380,-9,-9,3,-9,-9,O,-9,-9,0.00414,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,618_55,55,1996,9,18,1537,D2,15,D,53.4500,6.1666,-9,-9,35F6,-9,7,V,618_55,1,1,R,-9,BC,1,1250,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,9,-9,-9,14.6,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1250,-9,-9,3,-9,-9,O,-9,-9,0.00375,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,618_56,56,1996,9,18,1558,D2,15,D,53.4500,6.1500,-9,-9,35F6,-9,10,V,618_56,1,1,R,-9,BC,1,1230,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,9,-9,-9,14.5,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1230,-9,-9,3,-9,-9,O,-9,-9,0.00369,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_37,37,1996,9,17,812,D2,15,D,53.4333,6.9500,-9,-9,35F6,-9,8,V,620_37,1,1,R,-9,BC,1,1360,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,4,-9,-9,14.8,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1360,-9,-9,3,-9,-9,O,-9,-9,0.00408,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,618_15,15,1996,9,11,940,D1,15,D,53.4333,6.2666,-9,-9,35F6,-9,4,V,618_15,1,1,R,-9,BC,1,1390,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,338,7,-9,-9,15.8,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1390,-9,-9,3,-9,-9,O,-9,-9,0.00417,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,618_13,13,1996,9,11,840,D2,15,D,53.4333,6.1500,-9,-9,35F6,-9,6,V,618_13,1,1,R,-9,BC,1,1400,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,338,7,-9,-9,16.1,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1400,-9,-9,3,-9,-9,O,-9,-9,0.0042,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,618_58,58,1996,9,18,1733,D2,15,D,53.4333,6.1333,-9,-9,35F6,-9,8,V,618_58,1,1,R,-9,BC,1,1290,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,9,-9,-9,14.8,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1290,-9,-9,3,-9,-9,O,-9,-9,0.00387,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,618_57,57,1996,9,18,1650,D1,15,D,53.4333,6.0833,-9,-9,35F6,-9,4,V,618_57,1,1,R,-9,BC,1,1330,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,9,-9,-9,15,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1330,-9,-9,3,-9,-9,O,-9,-9,0.00399,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_26,26,1996,9,12,1115,D1,15,D,53.4166,6.9000,-9,-9,35F6,-9,5,V,620_26,1,1,R,-9,BC,1,1460,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,315,9,-9,-9,16.2,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1460,-9,-9,3,-9,-9,O,-9,-9,0.00438,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,618_14,14,1996,9,11,910,D2,15,D,53.4166,6.2166,-9,-9,35F6,-9,6,V,618_14,1,1,R,-9,BC,1,1440,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,338,7,-9,-9,16.1,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1440,-9,-9,3,-9,-9,O,-9,-9,0.00432,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_35,35,1996,9,16,1649,D2,15,D,53.4000,6.9500,-9,-9,35F6,-9,8,V,620_35,1,1,R,-9,BC,1,1270,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,4,-9,-9,15.8,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1270,-9,-9,3,-9,-9,O,-9,-9,0.00381,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_27,27,1996,9,12,1314,D2,15,D,53.3833,6.9000,-9,-9,35F6,-9,8,V,620_27,1,1,R,-9,BC,1,1340,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,315,9,-9,-9,16.5,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1340,-9,-9,3,-9,-9,O,-9,-9,0.00402,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_34,34,1996,9,16,1619,D2,15,D,53.3666,6.9833,-9,-9,35F6,-9,8,V,620_34,1,1,R,-9,BC,1,1330,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,4,-9,-9,15.6,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1330,-9,-9,3,-9,-9,O,-9,-9,0.00399,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_36,36,1996,9,17,735,D2,15,D,53.3500,6.9833,-9,-9,35F6,-9,8,V,620_36,1,1,R,-9,BC,1,1440,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,4,-9,-9,14.8,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1440,-9,-9,3,-9,-9,O,-9,-9,0.00432,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_28,28,1996,9,12,1345,D2,15,D,53.3500,6.9000,-9,-9,35F6,-9,7,V,620_28,1,1,R,-9,BC,1,1430,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,315,9,-9,-9,16.5,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1430,-9,-9,3,-9,-9,O,-9,-9,0.00429,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_33,33,1996,9,16,1550,D3,15,D,53.3333,6.9833,-9,-9,35F6,-9,11,V,620_33,1,1,R,-9,BC,1,1210,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,4,-9,-9,15.8,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1210,-9,-9,3,-9,-9,O,-9,-9,0.00363,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_29,29,1996,9,12,1414,D1,15,D,53.3333,6.9333,-9,-9,35F6,-9,5,V,620_29,1,1,R,-9,BC,1,1390,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,315,9,-9,-9,16.5,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1390,-9,-9,3,-9,-9,O,-9,-9,0.00417,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_32,32,1996,9,16,1438,D1,15,D,53.3166,7.1333,-9,-9,35F7,-9,4,V,620_32,1,1,R,-9,BC,1,1460,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,90,1,-9,-9,14.9,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1460,-9,-9,3,-9,-9,O,-9,-9,0.00438,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_31,31,1996,9,16,1358,D2,15,D,53.3166,7.0333,-9,-9,35F7,-9,6,V,620_31,1,1,R,-9,BC,1,1350,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,90,1,-9,-9,15.4,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1350,-9,-9,3,-9,-9,O,-9,-9,0.00405,20212210
HH,DYFS,3,NL,64ST,BT3,-9,SB,-9,620_30,30,1996,9,12,1820,D1,15,D,53.2833,7.1666,-9,-9,35F7,-9,4,V,620_30,1,1,R,-9,BC,1,1150,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,315,9,-9,-9,14.9,-9,-9,-9,-9,-9,20,-9,-9,-9,-9,-9,-9,-9,1150,-9,-9,3,-9,-9,O,-9,-9,0.00345,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_69,69,1996,9,19,1300,D2,15,D,51.6000,3.9000,-9,-9,32F3,-9,6,V,634_69,1,1,R,-9,BC,1,1720,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,15.6,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1720,-9,-9,3,-9,-9,O,-9,-9,0.00516,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_37,37,1996,9,16,1510,D3,15,D,51.6000,3.9333,-9,-9,32F3,-9,12,V,634_37,1,1,R,-9,BC,1,1810,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,-9,-9,-9,16.7,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1810,-9,-9,3,-9,-9,O,-9,-9,0.00543,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_68,68,1996,9,19,1135,D4,15,D,51.6000,3.9666,-9,-9,32F3,-9,18,V,634_68,1,1,R,-9,BC,1,1870,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,15.7,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1870,-9,-9,3,-9,-9,O,-9,-9,0.00561,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_67,67,1996,9,19,1105,D1,15,D,51.6000,4.0166,-9,-9,32F4,-9,5,V,634_67,1,1,R,-9,BC,1,1890,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,15.7,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1890,-9,-9,3,-9,-9,O,-9,-9,0.00567,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_66,66,1996,9,19,1040,D4,15,D,51.6000,4.0500,-9,-9,32F4,-9,20,V,634_66,1,1,R,-9,BC,1,1860,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,15.7,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1860,-9,-9,3,-9,-9,O,-9,-9,0.00558,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_58,58,1996,9,18,1115,D1,15,D,51.6166,3.7666,-9,-9,32F3,-9,4,V,634_58,1,1,R,-9,BC,1,1960,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,16.2,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1960,-9,-9,3,-9,-9,O,-9,-9,0.00588,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_61,61,1996,9,18,1445,D2,15,D,51.6166,3.7666,-9,-9,32F3,-9,10,V,634_61,1,1,R,-9,BC,1,1720,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,16.1,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1720,-9,-9,3,-9,-9,O,-9,-9,0.00516,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_55,55,1996,9,18,935,D2,15,D,51.6166,3.8000,-9,-9,32F3,-9,8,V,634_55,1,1,R,-9,BC,1,1860,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,16.2,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1860,-9,-9,3,-9,-9,O,-9,-9,0.00558,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_62,62,1996,9,18,1515,D2,15,D,51.6166,3.8166,-9,-9,32F3,-9,6,V,634_62,1,1,R,-9,BC,1,1830,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,16.1,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1830,-9,-9,3,-9,-9,O,-9,-9,0.00549,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_54,54,1996,9,18,915,D1,15,D,51.6166,3.8333,-9,-9,32F3,-9,4,V,634_54,1,1,R,-9,BC,1,1890,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,16.2,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1890,-9,-9,3,-9,-9,O,-9,-9,0.00567,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_38,38,1996,9,16,1550,D4,15,D,51.6166,3.9166,-9,-9,32F3,-9,20,V,634_38,1,1,R,-9,BC,1,1790,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,-9,-9,-9,16.7,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1790,-9,-9,3,-9,-9,O,-9,-9,0.00537,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_39,39,1996,9,16,1615,D5,15,D,51.6166,3.9333,-9,-9,32F3,-9,24,V,634_39,1,1,R,-9,BC,1,1820,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,45,-9,-9,-9,16.7,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1820,-9,-9,3,-9,-9,O,-9,-9,0.00546,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_59,59,1996,9,18,1310,D2,15,D,51.6333,3.7500,-9,-9,32F3,-9,9,V,634_59,1,1,R,-9,BC,1,1680,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,16.1,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1680,-9,-9,3,-9,-9,O,-9,-9,0.00504,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_60,60,1996,9,18,1405,D3,15,D,51.6333,3.7833,-9,-9,32F3,-9,11,V,634_60,1,1,R,-9,BC,1,1760,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,16.1,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1760,-9,-9,3,-9,-9,O,-9,-9,0.00528,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_63,63,1996,9,18,1535,D3,15,D,51.6333,3.8333,-9,-9,32F3,-9,15,V,634_63,1,1,R,-9,BC,1,1750,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,16.1,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1750,-9,-9,3,-9,-9,O,-9,-9,0.00525,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_70,70,1996,9,19,1400,D3,15,D,51.6333,3.8666,-9,-9,32F3,-9,12,V,634_70,1,1,R,-9,BC,1,1680,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,15.5,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1680,-9,-9,3,-9,-9,O,-9,-9,0.00504,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_65,65,1996,9,19,1010,D4,15,D,51.6333,4.0833,-9,-9,32F4,-9,16,V,634_65,1,1,R,-9,BC,1,1890,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,15.6,-9,-9,-9,-9,-9,20,2,-9,-9,-9,-9,-9,-9,1890,-9,-9,3,-9,-9,O,-9,-9,0.00567,20212210
HH,DYFS,3,NL,646A,BT3,-9,SB,-9,634_75,75,1996,9,19,1610,D2,15,D,51.6500,3.7333,-9,-9,32F3,-9,7,V,634_75,1,1,R,-9,BC,1,1790,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,-9,-9,-9,15.3,-9,-9,-9,-9,-9,20,1,-9,-9,-9,-9,-9,-9,1790,-9,-9,3,-9,-9,O,-9,-9,0.00537,20212210
