RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,meanLong,meanLat,BeamWidth,SweptAreaDSKM2,SweptAreaWSKM2,SweptAreaBWKM2,Flag_SweptAreaDSKM2,Flag_SweptAreaWSKM2,Flag_SweptAreaBWKM2,Depth_gam,DateofCalculation
HH,NS-IBTS,3,FR,35TH,GOV,50,NA,P,T392,55,1993,9,28,801,NA,30,D,54.1333,8.0667,54.1333,8.0667,37F8,V,9392,1,1,C,6,NA,NA,3626,150,22,NA,4.5,1300,58,16,145,0.7,210,230,4.1,-9,NA,-9,NA,-9,150,9,130,0.7,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0667,54.1333,NA,0.210308,0.058016,NA,NA,NA,NA,20,20213009
HH,NS-IBTS,3,FR,35TH,GOV,50,NA,P,T393,56,1993,9,28,1004,NA,30,D,54.0333,7.7667,54.0333,7.7667,37F7,V,9393,1,1,C,6.1,NA,NA,3859,200,22,NA,4.5,1300,71,17,145,0.7,210,240,4.2,-9,NA,-9,NA,-9,140,7,130,0.7,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7667,54.0333,NA,0.273989,0.065603,NA,NA,NA,NA,34,20213009
HH,NS-IBTS,3,FR,35TH,GOV,50,NA,P,T391,54,1993,9,28,613,NA,30,D,54.3000,8.1167,54.3,8.1167,37F8,V,9391,1,1,C,6.2,NA,NA,3681,150,22,NA,4.5,1300,60,17,145,0.7,210,165,4,-9,NA,-9,NA,-9,160,5,180,0.3,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1167,54.3,NA,0.22086,0.062577,NA,NA,NA,NA,13,20213009
HH,NS-IBTS,3,FR,35TH,GOV,50,NA,P,T394,57,1993,9,28,1209,NA,30,D,54.0500,7.4000,54.05,7.4,37F7,V,9394,1,1,C,6,NA,NA,3919,200,22,NA,4.5,1300,70,17,145,0.7,210,260,4.2,-9,NA,-9,NA,-9,130,9,0,0,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,54.05,NA,0.27433,0.066623,NA,NA,NA,NA,30,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,181,74,1993,9,3,1041,NA,30,D,57.3333,2.4667,57.2833,2.4833,43F2,V,182,1,1,C,5,NA,NA,5657.465613,403,24,NA,4.5,1400,82,20.12428227,175,0.7,210,170,NA,-9,0,0,NA,-9,350,26,350,2.1,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.475,57.3083,NA,0.46391218,0.113852435,NA,NA,NA,NA,80,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,67,34,1992,8,25,1147,NA,30,D,57.3000,2.5000,NA,NA,43F2,V,68,1,1,C,5.3,NA,NA,3634.873023,382,24,NA,4.5,1400,79,20.14195371,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,57.3,NA,0.287154969,0.073213444,NA,NA,NA,NA,81,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,88,44,1992,8,29,510,NA,30,D,57.5167,0.4833,NA,NA,44F0,V,87,1,1,C,5.1,NA,NA,3634.873023,441,24,NA,4.5,1400,80,20.24798234,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4833,57.5167,NA,0.290789842,0.073598845,NA,NA,NA,NA,87,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,137,69,1992,9,7,1836,NA,30,D,57.6833,4.7167,NA,NA,44F4,V,138,1,1,C,5.1,NA,NA,3634.873023,450,24,NA,4.5,1400,81,20.21263946,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7167,57.6833,NA,0.294424715,0.073470378,NA,NA,NA,NA,85,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,135,68,1992,9,7,1401,NA,30,D,57.7167,5.1833,NA,NA,44F5,V,136,1,1,C,5.2,NA,NA,3634.873023,488,24,NA,4.5,1400,83,20.56606822,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1833,57.7167,NA,0.301694461,0.074755047,NA,NA,NA,NA,105,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,144,72,1992,9,9,613,NA,30,D,57.8000,1.5000,NA,NA,44F1,V,143,1,1,C,5.1,NA,NA,3634.873023,404,24,NA,4.5,1400,83,20.24798234,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,57.8,NA,0.301694461,0.073598845,NA,NA,NA,NA,87,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,139,70,1992,9,8,849,NA,30,D,57.8833,3.1667,NA,NA,44F3,V,140,1,1,C,5.3,NA,NA,3634.873023,358,24,NA,4.5,1400,80,19.92989645,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1667,57.8833,NA,0.290789842,0.072442643,NA,NA,NA,NA,69,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,89,45,1992,8,29,900,NA,30,D,57.9167,-0.1833,NA,NA,44E9,V,90,1,1,C,5.3,NA,NA,3634.873023,404,24,NA,4.5,1400,79,20.17729658,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1833,57.9167,NA,0.287154969,0.073341911,NA,NA,NA,NA,83,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,181,1993,9,6,1633,NA,30,D,57.7500,10.1667,57.7333,10.1,44G0,V,386,1,1,C,4.5,NA,NA,3704,400,20,NA,5.9,1055,100,20.6230224,168,0.7,280,250,3.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13335,57.74165,NA,0.3704,0.076387675,NA,NA,NA,NA,82,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,179,1993,9,6,1112,NA,30,D,57.8167,11.0333,57.8,10.9833,44G1,V,384,1,1,C,5,NA,NA,3519,250,20,NA,5.9,1055,71,19.93144191,168,0.7,280,240,3.7,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0083,57.80835,NA,0.249849,0.070138744,NA,NA,NA,NA,49,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,182,1993,9,7,519,NA,30,D,57.7833,8.7833,57.7667,8.7333,44F8,V,388,1,1,C,4.5,NA,NA,3334,700,20,NA,5.9,1055,4.686927868,23.07666649,168,0.7,280,240,3.6,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7583,57.775,NA,0.015626218,0.076937606,NA,NA,NA,NA,221,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,184,1993,9,7,946,NA,30,D,57.5167,8.6667,57.5167,8.6167,44F8,V,390,1,1,C,5.2,NA,NA,3148,340,20,NA,5.9,1055,91,20.30533058,168,0.7,280,275,3.4,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6417,57.5167,NA,0.286468,0.063921181,NA,NA,NA,NA,66,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,183,1993,9,7,749,NA,30,D,57.6167,8.7833,57.6,8.75,44F8,V,389,1,1,C,5.2,NA,NA,3334,350,20,NA,5.9,1055,88,20.53913709,168,0.7,280,230,3.6,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76665,57.60835,NA,0.293392,0.068477483,NA,NA,NA,NA,81,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,185,1993,9,7,1135,NA,30,D,57.4500,8.5833,57.45,8.5167,43F8,V,391,1,1,C,-9,NA,NA,3334,250,20,NA,5.9,1055,65,19.96077022,168,0.7,280,270,3.5,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,57.45,NA,0.21671,0.066549208,NA,NA,NA,NA,51,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,186,1993,9,7,1258,NA,30,D,57.4000,8.5167,57.4167,8.5667,43F8,V,392,1,1,C,-9,NA,NA,3704,200,20,NA,5.9,1055,61,19.71557923,168,0.7,280,55,4,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5417,57.40835,NA,0.225944,0.073026505,NA,NA,NA,NA,39,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,93,47,1992,8,29,1727,NA,30,D,58.0333,-1.2333,NA,NA,45E8,V,94,1,1,C,5.3,NA,NA,3634.873023,496,24,NA,4.5,1400,81,20.58373965,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2333,58.0333,NA,0.294424715,0.07481928,NA,NA,NA,NA,106,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,133,67,1992,9,6,1721,NA,30,D,58.1000,4.8667,NA,NA,45F4,V,134,1,1,C,5.2,NA,NA,3634.873023,625,24,NA,4.5,1400,85,21.90909749,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8667,58.1,NA,0.308964207,0.079636787,NA,NA,NA,NA,181,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,91,46,1992,8,29,1226,NA,30,D,58.1333,-0.8500,NA,NA,45E9,V,92,1,1,C,-9,NA,NA,3634.873023,496,24,NA,4.5,1400,82.49820474,20.70743972,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,58.1333,NA,0.299870499,0.075268914,NA,NA,NA,NA,113,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,141,71,1992,9,8,1452,NA,30,D,58.2333,2.6667,NA,NA,45F2,V,142,1,1,C,5.3,NA,NA,3634.873023,358,24,NA,4.5,1400,80,19.98291077,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6667,58.2333,NA,0.290789842,0.072635343,NA,NA,NA,NA,72,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,145,73,1992,9,9,949,NA,30,D,58.2667,1.5000,NA,NA,45F1,V,146,1,1,C,5.1,NA,NA,3634.873023,450,24,NA,4.5,1400,80,20.58373965,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,58.2667,NA,0.290789842,0.07481928,NA,NA,NA,NA,106,20213009
HH,NS-IBTS,3,GB,74CZ,GOV,50,NA,P,96,48,1992,8,30,501,NA,30,D,58.3333,-2.5833,NA,NA,45E7,V,95,1,1,C,5.2,NA,NA,3634.873023,260,24,NA,4.5,1400,73,19.54112482,175,0.7,210,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5833,58.3333,NA,0.265345731,0.071029507,NA,NA,NA,NA,47,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,159,1992,9,15,1324,NA,28,D,56.4667,11.0833,NA,NA,41G1,V,NA,1,1,C,6,NA,NA,3519,200,18,NA,5.9,1050,65,19.40763204,157,0.7,280,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0833,56.4667,NA,0.228735,0.068295457,NA,NA,NA,NA,18,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,187,1993,9,8,745,NA,30,D,57.7333,9.7167,57.75,9.7667,44F9,V,393,1,1,C,5.4,NA,NA,3519,200,20,NA,5.9,1055,63,19.68625093,168,0.7,280,50,3.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7417,57.74165,NA,0.221697,0.069275917,NA,NA,NA,NA,37,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,189,1993,9,8,1126,NA,30,D,57.9667,9.8333,57.9833,9.8667,44F9,V,395,1,1,C,4.1,NA,NA,3889,500,20,NA,5.9,1055,110,21.0694119,168,0.7,280,55,4.1,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85,57.975,NA,0.42779,0.081938943,NA,NA,NA,NA,103,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,188,1993,9,8,945,NA,30,D,57.8833,9.8167,57.8833,9.8667,44F9,V,394,1,1,C,4.2,NA,NA,3704,350,20,NA,5.9,1055,83,20.24585405,168,0.7,280,75,4,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8417,57.8833,NA,0.307432,0.074990643,NA,NA,NA,NA,61,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,190,1993,9,8,1321,NA,30,D,58.0167,9.8500,58.05,9.9,45F9,V,NA,1,1,C,4.4,NA,NA,3704,615,20,NA,5.9,1055,109,22.02048478,168,0.7,280,50,3.9,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.875,58.03335,NA,0.403736,0.081563876,NA,NA,NA,NA,157,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,191,1993,9,8,1517,NA,30,D,58.0667,9.7833,58.0833,9.8333,45F9,V,396,1,1,C,4.8,NA,NA,3704,820,20,NA,5.9,1055,94,23.8146992,168,0.7,280,65,4,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8083,58.075,NA,0.348176,0.088209646,NA,NA,NA,NA,260,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,192,1993,9,9,526,NA,30,D,58.6667,10.8333,58.6333,10.8333,46G0,V,398,1,1,C,4.9,NA,NA,3519,450,20,NA,5.9,1055,4.457891639,20.73623601,168,0.7,280,170,3.8,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8333,58.65,NA,0.015687321,0.072970815,NA,NA,NA,NA,85,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,193,1993,9,9,727,NA,30,D,58.6000,10.9000,58.5667,10.9,46G0,V,399,1,1,C,5.6,NA,NA,3704,350,20,NA,5.9,1055,4.413139166,20.40715972,168,0.7,280,170,4,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,58.58335,NA,0.016346267,0.07558812,NA,NA,NA,NA,72,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,164,1992,9,16,1659,NA,30,D,56.5500,12.2000,NA,NA,42G2,V,547,1,1,C,4.9,NA,NA,3519,300,18,NA,5.9,1050,74,19.97133476,197,0.7,280,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,56.55,NA,0.260406,0.070279127,NA,NA,NA,NA,47,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,163,1992,9,16,1157,NA,30,D,56.5500,12.5833,NA,NA,42G2,V,544,1,1,C,-9,NA,NA,3519,200,18,NA,5.9,1050,66,19.46628865,197,0.7,280,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5833,56.55,NA,0.232254,0.06850187,NA,NA,NA,NA,22,20213009
HH,NS-IBTS,3,SE,77AR,GOV,NA,NA,NA,NA,158,1992,9,15,950,NA,30,D,56.6167,11.8333,NA,NA,42G1,V,537,1,1,C,4.9,NA,NA,3519,250,18,NA,5.9,1050,74,19.69681547,157,0.7,280,NA,NA,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8333,56.6167,NA,0.260406,0.069313094,NA,NA,NA,NA,33,20213009
